text,label
商业地产投资回报率持续走高,2
SpaceX成功发射新一批星链卫星！了,5
国务院常务会议部署经济工作重点任务,7
商业地产投资回报率持续走高？，,2
小户型装修设计方案分享,3
中东局势再度紧张多国呼吁和平对话了,12
无人驾驶出租车在多城市试运营,11
国家安全法修订草案提请审议！,7
在线教育平台用户数量突破亿级大关！,4
日本首相访问东南亚加强区域合作，,12
热门综艺节目收视率创新高引发网友讨论。的，,9
虚拟现实游戏体验日益成熟的？？,8
NBA季后赛今晚打响，湖人队对阵勇士队，？,0
智能门锁市场增长迅速！了的,3
明星街拍穿搭成为大众模仿对象,6
智能家居系统让生活更加便捷舒适的了,3
中小学教师工资待遇提升方案出台？,4
政府工作报告提出今年经济增长目标,7
Steam夏季特卖活动多款大作打折促销？？,8
自动驾驶技术在城市道路测试中表现优异的,11
充电桩基础设施建设加速助力电动车普及！了。,11
国家安全法修订草案提请审议，。,7
美联储加息对全球金融市场影响深远，的。,1
明星慈善活动引起社会广泛关注的,9
非洲国家经济发展势头强劲,12
NBA季后赛今晚打响，湖人队对阵勇士队的！,0
美妆行业新品发布会精彩纷呈,6
一线城市房价环比小幅上涨二手房交易活跃？,2
全屋定制家居解决方案受欢迎了,3
羽毛球世锦赛林丹宣布退役。！，,0
比特币价格突破历史新高引发关注。！，,1
家装行业数字化转型加速,3
新中式家具设计融合传统与现代元素，。？,3
二三线城市楼市回暖成交量上升！,2
智能门锁市场增长迅速，了,3
世界卫生组织发布全球健康报告！,12
中国男足在世界杯预选赛中取得关键胜利的的，,0
开放世界RPG大作获得年度最佳游戏提名！了。,8
NBA季后赛今晚打响，湖人队对阵勇士队,0
科创板注册制改革持续推进？的的,1
职业教育发展迎来新机遇政策持续支持，的，,4
世界杯足球赛决赛精彩纷呈的！,0
网络诈骗手段升级公安部门提醒市民注意防范，,10
日本首相访问东南亚加强区域合作？了,12
CBA总决赛广东队夺冠的,0
华为发布新一代折叠屏手机引发市场关注，！,5
智能家居系统让生活更加便捷舒适,3
可持续时尚理念引领行业变革,6
开放世界RPG大作获得年度最佳游戏提名,8
量子计算研究取得重大进展实现百量子比特,5
云游戏平台用户体验持续优化！,8
政府工作报告提出今年经济增长目标,7
国家安全法修订草案提请审议,7
明星街拍穿搭成为大众模仿对象。，，,6
交通事故救援现场消防员奋力施救，,10
青少年编程教育普及化发展的了，,4
外资持续流入中国股市创新高！,1
职业教育发展迎来新机遇政策持续支持！？,4
社区志愿服务活动温暖人心？？，,10
手游市场收入再创新高,8
巴黎时装周最新潮流趋势解析？，,6
奢侈品牌推出联名系列引发抢购？？,6
开发商推出打折促销活动吸引购房者,2
任天堂Switch新款游戏机即将发布，？的,8
国际空间站迎来新一批宇航员的,12
国产电影票房突破五十亿成为年度冠军,9
高校科研成果转化率提高？,4
手游市场收入再创新高,8
全屋定制家居解决方案受欢迎！,3
音乐综艺选秀节目热度不减！！的,9
政府工作报告提出今年经济增长目标！？的,7
开发商推出打折促销活动吸引购房者的？,2
房企融资渠道收窄行业面临洗牌？的。,2
长租公寓市场快速发展政策支持力度加大,2
手游市场收入再创新高！。的,8
网络剧集播放量破亿口碑票房双丰收，的，,9
脱口秀节目成为年轻人新宠,9
无人驾驶出租车在多城市试运营，。，,11
混合动力车型受到消费者欢迎了了,11
见义勇为好人好事获社会点赞,10
小户型装修设计方案分享,3
设计师品牌走向大众市场,6
Steam夏季特卖活动多款大作打折促销,8
乡村振兴战略实施取得阶段性成果，的,7
城市垃圾分类实施效果显著居民参与度提高。,10
上市公司年报披露季节多家企业业绩亮眼。,1
A股市场今日大幅上涨沪指突破三千点，！？,1
社区志愿服务活动温暖人心,10
智能家居系统让生活更加便捷舒适,3
职业教育发展迎来新机遇政策持续支持，！,4
量子计算研究取得重大进展实现百量子比特，！,5
环保家具材料受到消费者青睐？了,3
无人驾驶出租车在多城市试运营,11
Steam夏季特卖活动多款大作打折促销,8
政府工作报告提出今年经济增长目标了？的,7
区块链技术在供应链领域广泛应用，？,5
留学生归国就业趋势分析，。,4
国产电影票房突破五十亿成为年度冠军！！的,9
留学生归国就业趋势分析,4
外交部就国际热点问题阐明中方立场了，,7
外卖骑手劳动权益保障问题引发社会讨论,10
云游戏平台用户体验持续优化了，,8
职业教育发展迎来新机遇政策持续支持,4
G20峰会聚焦全球经济复苏与可持续发展,12
数字货币试点城市扩容的,1
音乐综艺选秀节目热度不减,9
开发商推出打折促销活动吸引购房者,2
国务院常务会议部署经济工作重点任务！的,7
游戏防沉迷系统升级加强未成年人保护，，,8
二三线城市楼市回暖成交量上升？？,2
中东局势再度紧张多国呼吁和平对话了。,12
联合国大会就气候变化问题展开激烈讨论。,12
乡村振兴战略实施取得阶段性成果,7
无人驾驶出租车在多城市试运营,11
反腐败工作持续推进多名官员被查处。的,7
网球大满贯赛事在澳大利亚开幕，,0
音乐综艺选秀节目热度不减，的的,9
护肤品成分党推动行业透明化？,6
网球大满贯赛事在澳大利亚开幕,0
食品安全检查力度加大保障民生的了,10
外资持续流入中国股市创新高了了,1
护肤品成分党推动行业透明化的。的,6
反腐败工作持续推进多名官员被查处的,7
交通事故救援现场消防员奋力施救。,10
明星慈善活动引起社会广泛关注,9
新型电池技术有望延长续航的了,5
A股市场今日大幅上涨沪指突破三千点？？,1
国务院常务会议部署经济工作重点任务？,7
独立游戏开发者分享创作经验,8
交通事故救援现场消防员奋力施救的？,10
充电桩基础设施建设加速助力电动车普及。！,11
区块链技术在供应链领域广泛应用,5
音乐综艺选秀节目热度不减！,9
上市公司年报披露季节多家企业业绩亮眼？！,1
特斯拉发布新款车型续航里程大幅提升了的？,11
城市垃圾分类实施效果显著居民参与度提高？的,10
房企融资渠道收窄行业面临洗牌。,2
量子计算研究取得重大进展实现百量子比特？，,5
房贷利率再次下调购房成本降低，。,2
新型电池技术有望延长续航的的,5
上市公司年报披露季节多家企业业绩亮眼？，。,1
房企融资渠道收窄行业面临洗牌了的,2
长租公寓市场快速发展政策支持力度加大，，！,2
非洲国家经济发展势头强劲,12
北欧风格装修成为年轻人首选，。，,3
比特币价格突破历史新高引发关注。了了,1
华为发布新一代折叠屏手机引发市场关注,5
国产电影票房突破五十亿成为年度冠军。,9
脱口秀节目成为年轻人新宠了的,9
明星慈善活动引起社会广泛关注的,9
美联储加息对全球金融市场影响深远。,1
奢侈品牌推出联名系列引发抢购了,6
长租公寓市场快速发展政策支持力度加大！的，,2
西甲联赛巴塞罗那主场大胜皇家马德里！的,0
比特币价格突破历史新高引发关注，,1
电竞比赛总奖金池突破千万美元，的！,8
高校科研成果转化率提高，,4
复古风潮回归经典元素重新流行！？,6
反腐败工作持续推进多名官员被查处，,7
厨房收纳技巧让空间利用最大化，的,3
东盟国家加强经济一体化合作,12
开放世界RPG大作获得年度最佳游戏提名,8
留学生归国就业趋势分析的。,4
公益组织发起乡村儿童阅读推广活动,10
NBA季后赛今晚打响，湖人队对阵勇士队,0
房企融资渠道收窄行业面临洗牌,2
虚拟现实游戏体验日益成熟的的？,8
戛纳电影节华语影片入围主竞赛单元，的,9
央行宣布降准释放长期资金约万亿元！了,1
非洲国家经济发展势头强劲！！，,12
量子计算研究取得重大进展实现百量子比特,5
城市垃圾分类实施效果显著居民参与度提高的,10
见义勇为好人好事获社会点赞,10
手游市场收入再创新高,8
网络剧集播放量破亿口碑票房双丰收，。,9
护肤品成分党推动行业透明化？,6
共建一带一路高峰论坛在京举行了？，,7
共建一带一路高峰论坛在京举行。了了,7
特斯拉发布新款车型续航里程大幅提升,11
国家安全法修订草案提请审议的的的,7
在线教育平台用户数量突破亿级大关！,4
云计算市场规模持续增长,5
自动驾驶技术在城市道路测试中表现优异,11
新能源汽车销量持续增长市场份额不断扩大？,11
充电桩基础设施建设加速助力电动车普及,11
外卖骑手劳动权益保障问题引发社会讨论了,10
青少年编程教育普及化发展了？,4
联合国大会就气候变化问题展开激烈讨论了。？,12
联合国大会就气候变化问题展开激烈讨论,12
独立游戏开发者分享创作经验的,8
G20峰会聚焦全球经济复苏与可持续发展。，的,12
一线城市房价环比小幅上涨二手房交易活跃，,2
共建一带一路高峰论坛在京举行？！了,7
设计师品牌走向大众市场的,6
环保家具材料受到消费者青睐？的！,3
游戏防沉迷系统升级加强未成年人保护？。了,8
新能源汽车销量持续增长市场份额不断扩大的,11
反腐败工作持续推进多名官员被查处的？了,7
网络诈骗手段升级公安部门提醒市民注意防范！,10
联合国大会就气候变化问题展开激烈讨论,12
网络诈骗手段升级公安部门提醒市民注意防范了！,10
NBA季后赛今晚打响，湖人队对阵勇士队,0
全国两会代表委员建言献策的？，,7
反腐败工作持续推进多名官员被查处,7
NBA季后赛今晚打响，湖人队对阵勇士队了？,0
人工智能大模型在自然语言处理领域取得突破！,5
SpaceX成功发射新一批星链卫星了了！,5
科创板注册制改革持续推进。,1
NBA季后赛今晚打响，湖人队对阵勇士队？,0
开放世界RPG大作获得年度最佳游戏提名！。，,8
国产电影票房突破五十亿成为年度冠军！,9
可持续时尚理念引领行业变革,6
人民币汇率走强创近年新高的？。,1
中小学教师工资待遇提升方案出台的,4
SpaceX成功发射新一批星链卫星,5
奢侈品牌推出联名系列引发抢购的！,6
网络诈骗手段升级公安部门提醒市民注意防范,10
数字货币试点城市扩容的,1
人工智能大模型在自然语言处理领域取得突破！,5
中美元首举行视频会晤讨论双边关系，！的,7
城市垃圾分类实施效果显著居民参与度提高,10
人工智能大模型在自然语言处理领域取得突破的,5
云计算市场规模持续增长,5
日本首相访问东南亚加强区域合作,12
智能门锁市场增长迅速了,3
城市垃圾分类实施效果显著居民参与度提高！,10
自动驾驶技术路测里程再创新高,5
高校科研成果转化率提高。的？,4
无人驾驶出租车在多城市试运营，,11
中美元首举行视频会晤讨论双边关系了,7
城市更新改造项目加速推进,2
巴黎时装周最新潮流趋势解析。？了,6
中国男足在世界杯预选赛中取得关键胜利，。,0
厨房收纳技巧让空间利用最大化了的！,3
双减政策实施一年学生课业负担明显减轻，的了,4
厨房收纳技巧让空间利用最大化。的，,3
青少年编程教育普及化发展的！,4
复古风潮回归经典元素重新流行？了,6
音乐综艺选秀节目热度不减的的,9
网球大满贯赛事在澳大利亚开幕,0
开发商推出打折促销活动吸引购房者,2
汽车芯片短缺问题逐步缓解,11
护肤品成分党推动行业透明化的。了,6
联合国大会就气候变化问题展开激烈讨论！，,12
可持续时尚理念引领行业变革了。,6
见义勇为好人好事获社会点赞？,10
运动休闲风格成为日常穿搭主流的了,6
多城市出台楼市调控新政限购政策收紧,2
任天堂Switch新款游戏机即将发布了。？,8
中国男足在世界杯预选赛中取得关键胜利？了！,0
中国女排世锦赛击败巴西队！！,0
国家安全法修订草案提请审议,7
G20峰会聚焦全球经济复苏与可持续发展,12
反腐败工作持续推进多名官员被查处？。,7
交通事故救援现场消防员奋力施救！。,10
高温天气持续多地发布红色预警信号，,10
科创板注册制改革持续推进,1
俄乌冲突对全球能源格局产生深远影响了了了,12
开放世界RPG大作获得年度最佳游戏提名,8
任天堂Switch新款游戏机即将发布的，了,8
游戏防沉迷系统升级加强未成年人保护！,8
中小学教师工资待遇提升方案出台,4
运动休闲风格成为日常穿搭主流的了,6
北欧风格装修成为年轻人首选了了,3
国际空间站迎来新一批宇航员,12
开放世界RPG大作获得年度最佳游戏提名，。。,8
云计算市场规模持续增长！的。,5
美联储加息对全球金融市场影响深远,1
乡村振兴战略实施取得阶段性成果。的。,7
独立游戏开发者分享创作经验！,8
游戏防沉迷系统升级加强未成年人保护,8
美妆行业新品发布会精彩纷呈，的,6
护肤品成分党推动行业透明化？的,6
中小学教师工资待遇提升方案出台，的？,4
混合动力车型受到消费者欢迎,11
游戏防沉迷系统升级加强未成年人保护。,8
房贷利率再次下调购房成本降低。了,2
全国两会代表委员建言献策。,7
动画电影制作水平大幅提升了？,9
国家安全法修订草案提请审议的,7
热门综艺节目收视率创新高引发网友讨论,9
动画电影制作水平大幅提升的的,9
美妆行业新品发布会精彩纷呈,6
日本首相访问东南亚加强区域合作！！,12
自动驾驶技术在城市道路测试中表现优异的了,11
明星慈善活动引起社会广泛关注,9
世界杯足球赛决赛精彩纷呈的？,0
多所高校发布新的研究生招生计划！！！,4
任天堂Switch新款游戏机即将发布！？！,8
新中式家具设计融合传统与现代元素，,3
中国女排世锦赛击败巴西队,0
CBA总决赛广东队夺冠了！。,0
云计算市场规模持续增长,5
区块链技术在供应链领域广泛应用，。。,5
新能源汽车销量持续增长市场份额不断扩大！！，,11
世界卫生组织发布全球健康报告了,12
运动休闲风格成为日常穿搭主流。，,6
自动驾驶技术在城市道路测试中表现优异。的,11
俄乌冲突对全球能源格局产生深远影响。，,12
A股市场今日大幅上涨沪指突破三千点。的的,1
汽车芯片短缺问题逐步缓解了，,11
动画电影制作水平大幅提升？？,9
外卖骑手劳动权益保障问题引发社会讨论，,10
国产品牌汽车出口海外市场反响热烈,11
Steam夏季特卖活动多款大作打折促销。的,8
自动驾驶技术在城市道路测试中表现优异。,11
奥运会游泳比赛中国选手打破世界纪录的,0
外交部就国际热点问题阐明中方立场！,7
中小学教师工资待遇提升方案出台的的,4
音乐综艺选秀节目热度不减的，？,9
青少年编程教育普及化发展！,4
共建一带一路高峰论坛在京举行！的的,7
开发商推出打折促销活动吸引购房者？！,2
非洲国家经济发展势头强劲,12
虚拟现实游戏体验日益成熟,8
共建一带一路高峰论坛在京举行的。，,7
食品安全检查力度加大保障民生！，,10
奢侈品牌推出联名系列引发抢购的,6
区域全面经济伙伴关系协定正式生效？的,7
混合动力车型受到消费者欢迎了的了,11
5G网络覆盖范围持续扩大用户数快速增长，！？,5
A股市场今日大幅上涨沪指突破三千点了了。,1
城市更新改造项目加速推进,2
交通事故救援现场消防员奋力施救,10
国际空间站迎来新一批宇航员？，，,12
NBA季后赛今晚打响，湖人队对阵勇士队的了，,0
网络剧集播放量破亿口碑票房双丰收的,9
独立游戏开发者分享创作经验。,8
外资持续流入中国股市创新高了,1
外资持续流入中国股市创新高,1
长租公寓市场快速发展政策支持力度加大,2
网络诈骗手段升级公安部门提醒市民注意防范,10
汽车芯片短缺问题逐步缓解的的,11
游戏防沉迷系统升级加强未成年人保护。？！,8
人工智能大模型在自然语言处理领域取得突破的！,5
高温天气持续多地发布红色预警信号,10
奢侈品牌推出联名系列引发抢购,6
社区志愿服务活动温暖人心！,10
任天堂Switch新款游戏机即将发布。！,8
多所高校发布新的研究生招生计划了！,4
城市垃圾分类实施效果显著居民参与度提高！，,10
全屋定制家居解决方案受欢迎，,3
5G网络覆盖范围持续扩大用户数快速增长了的,5
国际空间站迎来新一批宇航员。！,12
区块链技术在供应链领域广泛应用,5
5G网络覆盖范围持续扩大用户数快速增长,5
科创板注册制改革持续推进。,1
房贷利率再次下调购房成本降低的。,2
多所高校发布新的研究生招生计划的,4
高温天气持续多地发布红色预警信号，？,10
中小学教师工资待遇提升方案出台,4
科创板注册制改革持续推进,1
知名歌手全国巡回演唱会门票秒光，,9
新能源汽车销量持续增长市场份额不断扩大了的？,11
智能家居系统让生活更加便捷舒适的了的,3
中美元首举行视频会晤讨论双边关系,7
东盟国家加强经济一体化合作？，了,12
芯片制造技术突破三纳米工艺。了了,5
特斯拉发布新款车型续航里程大幅提升？？,11
高校科研成果转化率提高了,4
青少年编程教育普及化发展，。,4
高考改革方案正式发布引发社会广泛讨论。,4
北欧风格装修成为年轻人首选的,3
西甲联赛巴塞罗那主场大胜皇家马德里！,0
科创板注册制改革持续推进，！,1
长租公寓市场快速发展政策支持力度加大,2
城市更新改造项目加速推进,2
老龄化社会养老服务体系建设加速？,10
云游戏平台用户体验持续优化？，？,8
脱口秀节目成为年轻人新宠了,9
中美元首举行视频会晤讨论双边关系,7
美联储加息对全球金融市场影响深远！了,1
教育部推动课程改革提升教学质量,4
开发商推出打折促销活动吸引购房者,2
科创板注册制改革持续推进了,1
新车安全碰撞测试结果公布，了。,11
护肤品成分党推动行业透明化了的,6
全国两会代表委员建言献策！,7
